Group,Experiment,Problem Space,*DstID:6 Mean,*DstID:5 Mean,*DstID:4 Mean,*DstID:3 Mean,*DstID:2 Mean,*DstID:7 Mean,*DstID:1 Mean,*DstID:0 Mean,
memCopy,DISABLE_P2P_4B,6,-1,0.142857,0.144858,0.148501,0.147506,0.153918,0.147034,0.14134,
memCopy,DISABLE_P2P_4B,7,0.152769,0.142659,0.144652,0.1477,0.148325,-1,0.145885,0.143576,
memCopy,DISABLE_P2P_16B,0,0.613402,0.572897,0.565607,0.596933,0.595382,0.63785,0.575243,-1,
memCopy,DISABLE_P2P_16B,1,0.609222,0.568628,0.581137,0.59964,0.583391,0.649022,-1,0.567005,
memCopy,DISABLE_P2P_16B,2,0.613722,0.571557,0.581007,0.586888,-1,0.642663,0.585619,0.5635,
memCopy,DISABLE_P2P_16B,3,0.610681,0.573143,0.583358,-1,0.596636,0.641382,0.58708,0.568811,
memCopy,DISABLE_P2P_16B,4,0.614512,0.573637,-1,0.590221,0.591963,0.639849,0.587603,0.568962,
memCopy,DISABLE_P2P_16B,5,0.606951,-1,0.577393,0.586795,0.591979,0.637162,0.589576,0.566586,
memCopy,DISABLE_P2P_16B,6,-1,0.571263,0.573576,0.58347,0.592906,0.617229,0.583048,0.569637,
memCopy,DISABLE_P2P_16B,7,0.60885,0.569544,0.572549,0.592623,0.586654,-1,0.578802,0.581598,
memCopy,DISABLE_P2P_64B,0,2.4645,2.29698,2.29863,2.37916,2.3603,2.54516,2.29964,-1,
memCopy,DISABLE_P2P_64B,1,2.41893,2.29771,2.31234,2.38795,2.32653,2.57036,-1,2.21,
memCopy,DISABLE_P2P_64B,2,2.44551,2.30976,2.30526,2.28845,-1,2.58682,2.37003,2.29575,
memCopy,DISABLE_P2P_64B,3,2.45202,2.29403,2.33145,-1,2.33236,2.56473,2.35034,2.26775,
memCopy,DISABLE_P2P_64B,4,2.42272,2.26938,-1,2.39272,2.38705,2.54044,2.34541,2.27855,
memCopy,DISABLE_P2P_64B,5,2.46649,-1,2.27085,2.31783,2.31739,2.54452,2.33697,2.21147,
memCopy,DISABLE_P2P_64B,6,-1,2.28913,2.289,2.37463,2.36456,2.43656,2.33036,2.25602,
memCopy,DISABLE_P2P_64B,7,2.44544,2.26211,2.27229,2.36486,2.36855,-1,2.33385,2.32325,
memCopy,DISABLE_P2P_256B,0,9.86101,9.20665,9.25433,9.48425,9.45347,10.3023,9.22934,-1,
memCopy,DISABLE_P2P_256B,1,9.8505,9.16519,9.21856,9.50323,9.35559,10.2693,-1,9.1541,
memCopy,DISABLE_P2P_256B,2,9.82973,9.20332,9.21478,9.44107,-1,10.3548,9.40753,9.12755,
memCopy,DISABLE_P2P_256B,3,9.73537,8.8248,9.28343,-1,9.48751,10.3184,9.48671,9.12538,
memCopy,DISABLE_P2P_256B,4,9.82295,9.19012,-1,9.57751,9.39898,10.2976,9.37332,9.05911,
memCopy,DISABLE_P2P_256B,5,9.80674,-1,9.14367,9.39849,9.50296,10.2334,9.33767,9.10658,
memCopy,DISABLE_P2P_256B,6,-1,9.13547,9.12942,9.49937,9.36509,9.76514,9.33628,9.08908,
memCopy,DISABLE_P2P_256B,7,9.78495,9.08198,9.09332,9.47743,9.42227,-1,9.35815,9.31959,
memCopy,DISABLE_P2P_1K,0,39.1891,36.473,36.6127,38.0024,37.655,41.0849,36.5123,-1,
memCopy,DISABLE_P2P_1K,1,39.3787,36.6215,36.8105,38.1187,37.58,40.7701,-1,36.6252,
memCopy,DISABLE_P2P_1K,2,39.5307,36.5897,37.0084,37.8478,-1,40.9737,37.6216,36.7634,
memCopy,DISABLE_P2P_1K,3,39.2645,36.2905,36.8718,-1,37.7756,41.2459,37.7911,36.563,
memCopy,DISABLE_P2P_1K,4,38.8042,36.7429,-1,36.8614,37.8816,41.1305,37.537,36.3406,
memCopy,DISABLE_P2P_1K,5,39.0187,-1,36.3408,37.6357,37.9916,41.2758,37.6877,36.4808,
memCopy,DISABLE_P2P_1K,6,-1,36.2262,36.5931,37.7409,37.2045,39.0813,37.3814,35.9797,
memCopy,DISABLE_P2P_1K,7,39.1397,36.2482,36.3578,37.7619,37.5797,-1,37.2738,37.2748,
memCopy,DISABLE_P2P_4K,0,156.382,145.89,146.828,151.152,149.917,163.455,147.74,-1,
memCopy,DISABLE_P2P_4K,1,155.621,144.992,146.591,150.7,149.799,163.13,-1,146.455,
memCopy,DISABLE_P2P_4K,2,154.987,145.716,146.066,150.643,-1,164.563,149.625,146.255,
memCopy,DISABLE_P2P_4K,3,156.346,145.245,147.345,-1,150.693,163.776,151.312,145.591,
memCopy,DISABLE_P2P_4K,4,155.205,143.703,-1,151.502,150.999,164.396,150.717,146.474,
memCopy,DISABLE_P2P_4K,5,153.971,-1,146.299,150.96,151.088,163.067,149.618,145.581,
memCopy,DISABLE_P2P_4K,6,-1,144.779,146.342,148.601,149.383,155.581,146.709,144.042,
memCopy,DISABLE_P2P_4K,7,154.224,144.282,145.221,150.108,149.434,-1,148.057,150.009,
memCopy,DISABLE_P2P_16K,0,593.71,564.572,577.072,586.162,581.96,626.769,577.474,-1,
memCopy,DISABLE_P2P_16K,1,596.694,564.76,574.175,588.781,577.456,623.733,-1,572.167,
memCopy,DISABLE_P2P_16K,2,594.252,564.958,573.32,588.711,-1,620.902,580.726,569.577,
memCopy,DISABLE_P2P_16K,3,601.037,564.859,569.634,-1,583.836,626.063,573.889,566.242,
memCopy,DISABLE_P2P_16K,4,592.656,565.411,-1,584.005,580.952,621.824,574.976,571.299,
memCopy,DISABLE_P2P_16K,5,591.533,-1,572.346,581.448,581.696,623.937,575.376,562.43,
memCopy,DISABLE_P2P_16K,6,-1,561.489,552.718,576.35,583.058,596.789,571.979,565.2,
memCopy,DISABLE_P2P_16K,7,594.002,562.16,571.952,576.357,583.497,-1,576.351,579.271,
memCopy,DISABLE_P2P_64K,0,1696.43,1646.39,1639,1654.62,1658.65,2106.37,1791.15,-1,
memCopy,DISABLE_P2P_64K,1,1709.72,1640.24,1640.97,1669.92,1643.32,2021.17,-1,1691.58,
memCopy,DISABLE_P2P_64K,2,1705.37,1650.35,1613.92,1659.31,-1,2016.09,1640.02,1863.98,
memCopy,DISABLE_P2P_64K,3,1699.73,1604.53,1633.09,-1,1661.62,2071.16,1639.76,1771.86,
memCopy,DISABLE_P2P_64K,4,1672.23,1657.57,-1,1660.47,1649.03,2054.23,1629.05,1801.96,
memCopy,DISABLE_P2P_64K,5,1685.85,-1,1673.1,1654.94,1651.21,1949.32,1642.96,1717.72,
memCopy,DISABLE_P2P_64K,6,-1,1605.28,1620.21,1661.02,1665.01,1691.21,1644.46,1807.35,
memCopy,DISABLE_P2P_64K,7,1707.57,1638.27,1661.98,1647.5,1649.43,-1,1634.1,1843.74,
memCopy,DISABLE_P2P_246K,0,5537.66,5353.07,5441.88,5412.35,5487.61,5645.02,5393.14,-1,
memCopy,DISABLE_P2P_246K,1,5605.7,5361.5,5447.51,5545.47,5460.42,5669.72,-1,5384.74,
memCopy,DISABLE_P2P_246K,2,5625.47,5347.61,5459.57,5502.45,-1,5609.94,5459.52,5441.65,
memCopy,DISABLE_P2P_246K,3,5624.3,5265.11,5449.63,-1,5485.65,5654.52,5445.41,5401.72,
memCopy,DISABLE_P2P_246K,4,5620.35,5429.26,-1,5503.33,5500.4,5643.59,5452.03,5330.14,
memCopy,DISABLE_P2P_246K,5,5596.4,-1,5423.01,5419.08,5466.45,5627.44,5454.42,5357.74,
memCopy,DISABLE_P2P_246K,6,-1,5303.72,5420.7,5512.09,5502.36,5616.34,5444.92,5329.42,
memCopy,DISABLE_P2P_246K,7,5585.61,5318.28,5417.95,5444.98,5466.54,-1,5383.01,5439.08,
memCopy,DISABLE_P2P_1M,0,9098.09,8936.65,9039.18,9031.06,9054.71,9525.65,9112.83,-1,
memCopy,DISABLE_P2P_1M,1,9093.44,8944.65,9053.92,9052.6,9048.85,9536.82,-1,8961.61,
memCopy,DISABLE_P2P_1M,2,9089.46,8934.96,9007.75,9054.71,-1,9262.69,9004.37,9061.78,
memCopy,DISABLE_P2P_1M,3,9086.34,8991.12,8983.33,-1,9056.68,9250.16,8982.04,9042.13,
memCopy,DISABLE_P2P_1M,4,9061.35,8997.64,-1,9035.68,9028.34,9317.14,9001.44,9029.25,
memCopy,DISABLE_P2P_1M,5,9069.18,-1,9032.86,9061.97,9048.52,9520.43,9003.48,9089.53,
memCopy,DISABLE_P2P_1M,6,-1,9046.11,9027.16,9053.25,9038.18,9072.15,8970.24,9036.21,
memCopy,DISABLE_P2P_1M,7,9109.57,9052.19,9056.68,9020.38,9098.43,-1,9052.72,9131.97,
memCopy,DISABLE_P2P_4M,0,13812.8,13829.8,16153.2,13900.6,13853.7,13805.2,16264.2,-1,
memCopy,DISABLE_P2P_4M,1,13803,13838.9,16112.2,13923.2,13897.4,13822,-1,16221.6,
memCopy,DISABLE_P2P_4M,2,13831.6,13836.2,16134.2,13910.7,-1,13845.6,13907.5,16220.2,
memCopy,DISABLE_P2P_4M,3,13812.2,13795.2,16099.3,-1,13784.3,13828.1,13896.7,16203.4,
memCopy,DISABLE_P2P_4M,4,13825.2,16040.6,-1,13863.8,13733.5,13792.3,13879.8,16182.6,
memCopy,DISABLE_P2P_4M,5,13810.5,-1,16118.2,13896.6,13834.5,13815.1,13870.3,16163.5,
memCopy,DISABLE_P2P_4M,6,-1,13797.2,16065.7,13891,13728.2,13896.2,13897.8,16267.3,
memCopy,DISABLE_P2P_4M,7,13817.2,13802.2,16058.4,13914.7,13731.5,-1,13907.5,16230,
memCopy,DISABLE_P2P_16M,0,15370.5,15397.7,19441.4,15465,15530.1,15469.1,19480.9,-1,
memCopy,DISABLE_P2P_16M,1,15352,15439.6,19428.9,15494.8,15532.2,15481.5,-1,19408.3,
memCopy,DISABLE_P2P_16M,2,15373,15385.8,19423.5,15473.2,-1,15429.7,15461.2,19455.5,
memCopy,DISABLE_P2P_16M,3,15331.2,15402.3,19415.3,-1,15528.5,15485.6,15467.1,19446.7,
memCopy,DISABLE_P2P_16M,4,15361.7,19425,-1,15516.6,15510.3,15425.7,15453.3,19451.8,
memCopy,DISABLE_P2P_16M,5,15337.2,-1,19443.6,15460.8,15503.9,15451.3,15469.8,19433,
memCopy,DISABLE_P2P_16M,6,-1,15397.6,19438.6,15460.5,15505.4,15435,15482.4,19463,
memCopy,DISABLE_P2P_16M,7,15361.8,15411.6,19416.6,15478.8,15464.3,-1,15465,19409.9,
memCopy,DISABLE_P2P_64M,0,15814.9,15847.5,20505.7,15922.2,15967.1,15885.1,20534,-1,
memCopy,DISABLE_P2P_64M,1,15806.8,15846.9,20469.6,15955.8,15944.5,15874.6,-1,20520.8,
memCopy,DISABLE_P2P_64M,2,15822.2,15848.7,20509.7,15933.6,-1,15882.3,15926,20505.4,
memCopy,DISABLE_P2P_64M,3,15811.3,15839.5,20528.3,-1,15951.1,15883.7,15931.6,20509.9,
memCopy,DISABLE_P2P_64M,4,15812.2,20470.1,-1,15943,15953.7,15887.6,15934.3,20527.1,
memCopy,DISABLE_P2P_64M,5,15818.5,-1,20507.9,15949.1,15962.8,15860.8,15943.8,20497.2,
memCopy,DISABLE_P2P_64M,6,-1,15846.5,20495.3,15931.1,15943.3,15878.2,15938.2,20499.2,
memCopy,DISABLE_P2P_64M,7,15796.7,15840.2,20514.8,15917.2,15943.5,-1,15935.9,20473.4,
memCopy,DISABLE_P2P_256M,0,15960.8,15982,20771.4,16082.7,16103.3,15996.4,20798.3,-1,
memCopy,DISABLE_P2P_256M,1,15976,15990.4,20779.1,16083.4,16116.8,15999.9,-1,20774.3,
memCopy,DISABLE_P2P_256M,2,15967.5,15985.3,20759.8,16081.6,-1,15996.2,16076.3,20780.9,
memCopy,DISABLE_P2P_256M,3,15964.2,15988.2,20774.4,-1,16111.1,15992,16070.4,20750.4,
memCopy,DISABLE_P2P_256M,4,15963.3,20744.2,-1,16088.7,16117.6,15991.2,16071.4,20752.8,
memCopy,DISABLE_P2P_256M,5,15955,-1,20790.9,16081,16114.5,16007.2,16074.7,20748,
memCopy,DISABLE_P2P_256M,6,-1,15984.4,20786,16088.4,16110.6,16004.8,16077.8,20761.8,
memCopy,DISABLE_P2P_256M,7,15966.4,15987.5,20787.9,16087.3,16106.8,-1,16072.6,20756.7,
memCopy,DISABLE_P2P_1G,0,15967.6,15962.2,20902.7,16090.9,16090.7,15983.3,20801.4,-1,
memCopy,DISABLE_P2P_1G,1,15975.6,15964.6,20893.9,16089.6,16111.8,15986.3,-1,20686.6,
memCopy,DISABLE_P2P_1G,2,15969.8,15962.4,20896.8,16092.7,-1,15982.1,16092.4,20689.8,
memCopy,DISABLE_P2P_1G,3,15971.5,15961.5,20897.4,-1,16103.4,15984.5,16098.1,20686.2,
memCopy,DISABLE_P2P_1G,4,15968.9,20863.3,-1,16091.8,16091.2,15984.2,16100.6,20686.5,
memCopy,DISABLE_P2P_1G,5,15961.5,-1,20906.4,16092.7,16103.9,15986.1,16101.2,20690.3,
memCopy,DISABLE_P2P_1G,6,-1,15960.5,20896.9,16086.3,16100.6,15991.7,16101.9,20669.3,
memCopy,DISABLE_P2P_1G,7,15973,15961.5,20898.2,16093.7,16088.7,-1,16103.3,20671.2,
memCopy,ENABLE_P2P_4B,0,0.22448,0.222607,0.225915,0.223994,0.22546,0.22442,0.201595,-1,
memCopy,ENABLE_P2P_4B,1,0.215166,0.224396,0.224989,0.227007,0.225593,0.22525,-1,0.204304,
memCopy,ENABLE_P2P_4B,2,0.226915,0.226021,0.227881,0.211698,-1,0.226471,0.227223,0.22357,
memCopy,ENABLE_P2P_4B,3,0.228011,0.225581,0.22895,-1,0.211271,0.225466,0.226999,0.222832,
memCopy,ENABLE_P2P_4B,4,0.222033,0.199718,-1,0.222688,0.218898,0.2226,0.216996,0.212723,
memCopy,ENABLE_P2P_4B,5,0.220989,-1,0.197779,0.219847,0.218748,0.219934,0.215474,0.210952,
memCopy,ENABLE_P2P_4B,6,-1,0.23328,0.233088,0.230066,0.232694,0.209216,0.227816,0.226352,
memCopy,ENABLE_P2P_4B,7,0.212099,0.232544,0.233208,0.231572,0.230212,-1,0.230617,0.218505,
memCopy,ENABLE_P2P_16B,0,0.907705,0.88787,0.909209,0.912566,0.916495,0.896812,0.832025,-1,
memCopy,ENABLE_P2P_16B,1,0.898617,0.90075,0.904536,0.910652,0.905335,0.878678,-1,0.841158,
memCopy,ENABLE_P2P_16B,2,0.911977,0.909269,0.914641,0.858883,-1,0.913467,0.911273,0.902334,
memCopy,ENABLE_P2P_16B,3,0.904789,0.908769,0.915323,-1,0.850125,0.908949,0.907845,0.908262,
memCopy,ENABLE_P2P_16B,4,0.855231,0.825991,-1,0.886697,0.870528,0.880381,0.866432,0.862408,
memCopy,ENABLE_P2P_16B,5,0.877699,-1,0.814222,0.868798,0.871806,0.881271,0.860387,0.863506,
memCopy,ENABLE_P2P_16B,6,-1,0.926752,0.929411,0.924431,0.936111,0.852856,0.913723,0.92412,
memCopy,ENABLE_P2P_16B,7,0.863204,0.933406,0.93698,0.928652,0.877968,-1,0.91491,0.925192,
memCopy,ENABLE_P2P_64B,0,3.6281,3.5607,3.62931,3.61963,3.60517,3.57537,3.21875,-1,
memCopy,ENABLE_P2P_64B,1,3.59268,3.50976,3.5988,3.63984,3.51458,3.50739,-1,3.34463,
memCopy,ENABLE_P2P_64B,2,3.64236,3.62756,3.65983,3.44097,-1,3.6528,3.66473,3.64417,
memCopy,ENABLE_P2P_64B,3,3.60095,3.6107,3.67384,-1,3.48409,3.62134,3.60691,3.61849,
memCopy,ENABLE_P2P_64B,4,3.55349,3.29514,-1,3.56624,3.52801,3.52175,3.50216,3.47914,
memCopy,ENABLE_P2P_64B,5,3.53508,-1,3.24499,3.40049,3.47934,3.25778,3.32018,3.45943,
memCopy,ENABLE_P2P_64B,6,-1,3.7484,3.76375,3.69831,3.74958,3.43364,3.68219,3.69327,
memCopy,ENABLE_P2P_64B,7,3.45163,3.63252,3.7197,3.69556,3.69611,-1,3.55152,3.68353,
memCopy,ENABLE_P2P_256B,0,14.5188,14.3091,14.5449,14.339,14.5872,14.4247,13.1433,-1,
memCopy,ENABLE_P2P_256B,1,14.5566,14.4966,14.4669,14.6837,14.6607,14.544,-1,13.4194,
memCopy,ENABLE_P2P_256B,2,14.5614,14.4819,14.661,13.7216,-1,13.9997,14.5351,14.4598,
memCopy,ENABLE_P2P_256B,3,14.4435,14.5867,14.6776,-1,13.9106,14.0855,14.5605,14.4681,
memCopy,ENABLE_P2P_256B,4,14.3777,13.1899,-1,14.2132,14.1467,14.2221,13.9832,13.9292,
memCopy,ENABLE_P2P_256B,5,14.2094,-1,13.1266,14.0435,14.1152,14.214,13.9102,13.7464,
memCopy,ENABLE_P2P_256B,6,-1,14.7086,15.0206,14.908,14.9593,13.6293,14.6889,14.8371,
memCopy,ENABLE_P2P_256B,7,13.5009,14.8944,14.8691,14.8734,14.872,-1,14.7186,14.6564,
memCopy,ENABLE_P2P_1K,0,58.2922,57.0733,57.6007,58.0645,58.7523,57.6321,52.2802,-1,
memCopy,ENABLE_P2P_1K,1,57.943,57.7843,57.9312,58.4324,58.7366,57.7002,-1,54.1413,
memCopy,ENABLE_P2P_1K,2,58.0902,58.3105,58.5984,53.6353,-1,58.6242,58.6392,57.7769,
memCopy,ENABLE_P2P_1K,3,58.1878,58.3978,58.8695,-1,54.0377,58.3316,58.3387,57.6776,
memCopy,ENABLE_P2P_1K,4,57.2485,52.1681,-1,57.43,55.2312,57.5851,55.9326,55.7873,
memCopy,ENABLE_P2P_1K,5,56.8893,-1,52.6228,55.9601,56.2689,56.2279,55.7727,53.2879,
memCopy,ENABLE_P2P_1K,6,-1,59.831,60.4276,59.1666,59.9322,55.339,58.8465,59.1372,
memCopy,ENABLE_P2P_1K,7,55.1086,60.2684,60.009,59.4653,59.6706,-1,59.1894,58.6148,
memCopy,ENABLE_P2P_4K,0,229.57,228.349,229.708,230.987,233.126,230.026,210.118,-1,
memCopy,ENABLE_P2P_4K,1,230.173,229.425,232.306,231.465,231.993,231.122,-1,215.019,
memCopy,ENABLE_P2P_4K,2,229.711,232.865,232.417,215.102,-1,231.016,231.11,231.063,
memCopy,ENABLE_P2P_4K,3,230.376,230.983,231.387,-1,217.122,229.447,230.119,230.771,
memCopy,ENABLE_P2P_4K,4,228.611,212.964,-1,227.317,225.55,226.304,221.99,221.604,
memCopy,ENABLE_P2P_4K,5,225.604,-1,205.527,220.951,222.207,223.543,216.154,219.172,
memCopy,ENABLE_P2P_4K,6,-1,234.784,237.927,232.76,233.32,216.783,232.289,232.244,
memCopy,ENABLE_P2P_4K,7,218.137,238.087,236.813,236.271,236.379,-1,235.193,225.247,
memCopy,ENABLE_P2P_16K,0,879.387,885.91,883.117,886.632,899.733,885.68,835.556,-1,
memCopy,ENABLE_P2P_16K,1,888.029,889.068,892.691,890.351,893.3,895.766,-1,845.518,
memCopy,ENABLE_P2P_16K,2,892.667,886.32,896.196,846.117,-1,894.638,895.259,894.66,
memCopy,ENABLE_P2P_16K,3,872.894,891.149,871.831,-1,851.455,895.48,892.632,885.041,
memCopy,ENABLE_P2P_16K,4,882.945,838.231,-1,882.856,867.033,877.569,861.64,861.586,
memCopy,ENABLE_P2P_16K,5,874.837,-1,820.642,856.851,859.436,868.821,853.954,853.726,
memCopy,ENABLE_P2P_16K,6,-1,922.057,927.852,909.067,929.08,870.042,905.489,913.289,
memCopy,ENABLE_P2P_16K,7,873.303,929.582,920.7,916.081,919.642,-1,912.448,922.018,
memCopy,ENABLE_P2P_64K,0,3122.93,3092.56,3142.11,3160.03,3173.36,3089.64,3367.27,-1,
memCopy,ENABLE_P2P_64K,1,3101.44,3116.57,3126.5,3177.65,3207.9,3139.99,-1,3385.3,
memCopy,ENABLE_P2P_64K,2,3149.73,3115.97,3157.73,3290.1,-1,3125.57,3193.66,3103.08,
memCopy,ENABLE_P2P_64K,3,2993.48,3092.97,2984.93,-1,3242.45,2933.48,3033.98,3006.02,
memCopy,ENABLE_P2P_64K,4,3117.2,3236.3,-1,3072.53,3050,3129.52,3044.47,3022.11,
memCopy,ENABLE_P2P_64K,5,3109.4,-1,3234.14,3021.2,3019.87,3097.16,3027.76,2994,
memCopy,ENABLE_P2P_64K,6,-1,3269.4,3291.24,3227.91,3236.41,3411.18,3204.15,3175.75,
memCopy,ENABLE_P2P_64K,7,3422.38,3278.62,3277.72,3163.25,3180.88,-1,3181.34,3144.06,
memCopy,ENABLE_P2P_246K,0,8150.95,8278.41,8147.54,8706.43,8683.04,8309.09,11488.8,-1,
memCopy,ENABLE_P2P_246K,1,8305.33,8251.28,8287.19,8713.67,8698,8320.7,-1,11746.3,
memCopy,ENABLE_P2P_246K,2,8346.21,8298.75,8370.78,11646.1,-1,8285.41,8723.49,8627.48,
memCopy,ENABLE_P2P_246K,3,8284.95,8336.2,8382.88,-1,12094.8,8184.16,8737.18,8701.75,
memCopy,ENABLE_P2P_246K,4,8640.31,11911.2,-1,8215.5,8203.08,8542.2,8162.56,8169.91,
memCopy,ENABLE_P2P_246K,5,8633.63,-1,11468.7,8004.65,8183.31,8573.37,8120.93,8034.82,
memCopy,ENABLE_P2P_246K,6,-1,8952.7,8898.65,8476.71,8469.38,12173.2,8295.96,8361.7,
memCopy,ENABLE_P2P_246K,7,12199.7,8918.7,8903.02,8470.13,8513.74,-1,8421.05,8398.6,
memCopy,ENABLE_P2P_1M,0,14173,14209.9,14185.2,15395.6,15412.1,14207.5,28145.6,-1,
memCopy,ENABLE_P2P_1M,1,14171.1,14158.7,14213,15378.1,15392.1,14197.5,-1,28653.2,
memCopy,ENABLE_P2P_1M,2,14192.8,14162.1,14194.8,28535.4,-1,14181.8,15363.7,15370.5,
memCopy,ENABLE_P2P_1M,3,14227.6,14177.3,14253.7,-1,28245,14216.8,15386,15382.5,
memCopy,ENABLE_P2P_1M,4,15386.8,27664.6,-1,14131.6,14084.9,15380.6,14071.7,14078.1,
memCopy,ENABLE_P2P_1M,5,15373.8,-1,27843.1,14087.7,14055.1,15327.1,14024.7,14023.4,
memCopy,ENABLE_P2P_1M,6,-1,15599.3,15593,14290.1,14297,28794.1,14230.8,14281.8,
memCopy,ENABLE_P2P_1M,7,28477.1,15616.1,15543.6,14279.5,14294.7,-1,14257.4,14276.5,
memCopy,ENABLE_P2P_4M,0,17237.6,17246.7,17246.1,19007.9,19020.3,17248.3,52699.3,-1,
memCopy,ENABLE_P2P_4M,1,17220.3,17240.6,17244,18999.7,19009.6,17248.9,-1,53242.4,
memCopy,ENABLE_P2P_4M,2,17241.7,17237.4,17250,53401.1,-1,17233.8,19009,18960.3,
memCopy,ENABLE_P2P_4M,3,17226.2,17214.8,17255.3,-1,52996.9,17221.7,19004.4,18965.4,
memCopy,ENABLE_P2P_4M,4,19132.7,52519.1,-1,17209.9,17185.6,19125.7,17183.3,17120.3,
memCopy,ENABLE_P2P_4M,5,19124.9,-1,52857,17201.2,17182.6,19120.1,17188,17182.2,
memCopy,ENABLE_P2P_4M,6,-1,19221.8,19225.3,17279.5,17284.4,53177,17265.2,17271.5,
memCopy,ENABLE_P2P_4M,7,53312.7,19211.5,19186.2,17268.5,17269.7,-1,17265.4,17259,
memCopy,ENABLE_P2P_16M,0,18214.7,18215.4,18217.5,20190.2,20197.8,18216.9,133380,-1,
memCopy,ENABLE_P2P_16M,1,18209.4,18210.4,18212.2,20192.4,20190.4,18212,-1,134001,
memCopy,ENABLE_P2P_16M,2,18214.9,18211.9,18217.2,132669,-1,18211.3,20180.7,20193.3,
memCopy,ENABLE_P2P_16M,3,18205.5,18108.9,18212.2,-1,133935,18203.8,20191.9,20194.7,
memCopy,ENABLE_P2P_16M,4,20368.2,133163,-1,18208.5,18203.2,20364.9,18202.4,18204.7,
memCopy,ENABLE_P2P_16M,5,20367.2,-1,132994,18193.6,18201.5,20363.6,18200.1,18173.9,
memCopy,ENABLE_P2P_16M,6,-1,20370,20363.1,18200.9,18194.8,133444,18199.3,18202.9,
memCopy,ENABLE_P2P_16M,7,134363,20392.2,20389.6,18224.9,18222.7,-1,18214.3,18208.6,
memCopy,ENABLE_P2P_64M,0,18467.2,18465.3,18466.1,20503,20505.9,18467.6,219266,-1,
memCopy,ENABLE_P2P_64M,1,18463.6,18466,18466.3,20502.2,20502.7,18463.3,-1,219913,
memCopy,ENABLE_P2P_64M,2,18465.8,18466.7,18466.4,219690,-1,18465.8,20504.6,20503.4,
memCopy,ENABLE_P2P_64M,3,18466.7,18467.8,18468.3,-1,219222,18461.7,20501.2,20502.3,
memCopy,ENABLE_P2P_64M,4,20692.7,219196,-1,18467.9,18466.1,20692.4,18465.4,18464.4,
memCopy,ENABLE_P2P_64M,5,20691.6,-1,219000,18463.2,18462.2,20695.9,18460.1,18458.4,
memCopy,ENABLE_P2P_64M,6,-1,20697.9,20690.9,18449.6,18454.3,219113,18452.7,18455.3,
memCopy,ENABLE_P2P_64M,7,220586,20707.4,20706.7,18424.5,18431.7,-1,18440,18404.1,
memCopy,ENABLE_P2P_256M,0,18489.7,18494.6,18512.6,20590.9,20592.3,18476.3,262380,-1,
memCopy,ENABLE_P2P_256M,1,18538.4,18538.9,18533.5,20590.3,20591.8,18537.4,-1,262467,
memCopy,ENABLE_P2P_256M,2,18501.9,18507,18498.8,262293,-1,18505.1,20591.7,20590.9,
memCopy,ENABLE_P2P_256M,3,18525.2,18468.9,18463.5,-1,262457,18518.7,20591.6,20591.8,
memCopy,ENABLE_P2P_256M,4,20786.6,262280,-1,18537.9,18532.2,20788,18533,18525.4,
memCopy,ENABLE_P2P_256M,5,20785.2,-1,262307,18537.8,18538.3,20785.4,18536.9,18526.5,
memCopy,ENABLE_P2P_256M,6,-1,20785,20783.7,18508.1,18516,262007,18521.6,18506.1,
